Date and Time:                Thu Jun 11 10:53:45.320 2020	
Software Version:             4.30.30034.0	
Temperature (C):              -35	
Model:                        DV499_BU2	
Data Type:                    Counts	
Acquisition Mode:             Single Scan	
Trigger Mode:                 Internal	
Exposure Time (secs):         3e-05	
Readout Mode:                 Full Vertical Binning	
Horizontal binning:           1	
Extended Dynamic Range:       off	
Horizontally flipped:         false	
Vertical Shift Speed (usecs): 4.25	
Pixel Readout Time (usecs):   30.303	
Serial Number:                5767	
Pre-Amplifier Gain:           1x	
Spurious Noise Filter Mode:   No Filter	
Photon counted:               false	
Data Averaging Filter Mode:   No Filter	
DongWooDM320i:	
Serial Number:                	
Wavelength (nm):              690	
Grating Groove Density (l/mm):1200	
	
	
	
661.94519	487
662.00061	484
662.05603	487
662.11145	485
662.16693	487
662.22235	485
662.27777	484
662.33319	484
662.38861	486
662.44403	488
662.49945	488
662.55487	487
662.61029	487
662.66565	486
662.72107	485
662.77649	488
662.83191	486
662.88727	487
662.94269	489
662.99805	486
663.05347	486
663.10883	485
663.16425	486
663.2196	488
663.27496	490
663.33032	488
663.38574	486
663.4411	486
663.49646	486
663.55182	484
663.60718	483
663.66254	482
663.7179	488
663.77325	485
663.82861	485
663.88391	488
663.93927	488
663.99463	487
664.04993	486
664.10529	485
664.16064	487
664.21594	483
664.27124	489
664.3266	485
664.3819	486
664.43726	489
664.49255	488
664.54785	491
664.60315	489
664.65845	487
664.71374	488
664.7691	486
664.8244	487
664.87964	487
664.93494	486
664.99023	486
665.04553	485
665.10083	490
665.15613	488
665.21136	485
665.26666	486
665.3219	486
665.3772	488
665.43243	487
665.48773	487
665.54297	488
665.59827	487
665.6535	486
665.70874	485
665.76398	485
665.81921	485
665.87451	489
665.92975	489
665.98499	490
666.04022	490
666.09546	489
666.15063	491
666.20587	487
666.26111	488
666.31635	487
666.37152	489
666.42676	490
666.48199	487
666.53717	488
666.59241	491
666.64758	487
666.70282	490
666.758	487
666.81317	491
666.86835	486
666.92358	487
666.97876	490
667.03394	486
667.08911	489
667.14429	485
667.19946	490
667.25464	487
667.30981	488
667.36499	488
667.4201	487
667.47528	487
667.53046	489
667.58563	489
667.64075	488
667.69592	490
667.75104	486
667.80621	488
667.86133	487
667.91644	487
667.97162	486
668.02673	491
668.08185	488
668.13696	488
668.19214	489
668.24725	487
668.30237	493
668.35748	488
668.4126	488
668.46765	490
668.52277	487
668.57788	492
668.633	488
668.68811	490
668.74316	486
668.79828	485
668.85333	488
668.90845	486
668.9635	488
669.01862	488
669.07367	486
669.12872	490
669.18384	485
669.23889	490
669.29395	490
669.349	489
669.40405	487
669.45911	486
669.51416	490
669.56921	490
669.62427	491
669.67932	490
669.73437	491
669.78937	486
669.84442	487
669.89947	490
669.95447	488
670.00952	488
670.06451	489
670.11957	485
670.17456	486
670.22961	488
670.28461	493
670.3396	490
670.39459	488
670.44965	487
670.50464	487
670.55963	491
670.61462	492
670.66962	486
670.72461	489
670.7796	489
670.83453	491
670.88953	490
670.94452	491
670.99951	487
671.05444	486
671.10944	489
671.16437	489
671.21936	487
671.27429	488
671.32928	484
671.38422	486
671.43915	487
671.49408	487
671.54907	488
671.604	487
671.65894	485
671.71387	489
671.7688	485
671.82373	486
671.87866	489
671.93359	487
671.98846	486
672.0434	490
672.09833	486
672.15326	486
672.20813	487
672.26306	489
672.31793	487
672.37286	487
672.42773	485
672.4826	487
672.53754	488
672.59241	486
672.64728	486
672.70215	488
672.75708	490
672.81195	491
672.86682	488
672.92169	485
672.97656	485
673.03137	486
673.08624	489
673.14111	485
673.19598	487
673.25079	487
673.30566	486
673.36053	484
673.41534	484
673.47021	485
673.52502	488
673.57983	489
673.6347	486
673.68951	488
673.74432	487
673.79913	487
673.854	487
673.90881	487
673.96362	486
674.01843	484
674.07324	488
674.12805	490
674.1828	487
674.23761	486
674.29242	488
674.34723	487
674.40198	490
674.45679	487
674.51154	489
674.56635	488
674.62109	490
674.6759	487
674.73065	488
674.7854	484
674.84021	488
674.89496	487
674.94971	485
675.00446	489
675.0592	488
675.11395	488
675.1687	487
675.22345	486
675.2782	485
675.33295	489
675.38763	489
675.44238	487
675.49713	487
675.55182	489
675.60657	486
675.66125	490
675.716	486
675.77069	488
675.82538	484
675.88013	486
675.93481	486
675.9895	487
676.04419	490
676.09888	487
676.15356	489
676.20825	487
676.26294	491
676.31763	486
676.37231	490
676.427	487
676.48169	489
676.53632	489
676.591	487
676.64569	488
676.70032	491
676.755	488
676.80963	491
676.86426	488
676.91895	489
676.97357	490
677.0282	489
