Date and Time:                Thu Jun 11 10:47:17.773 2020								
Software Version:             4.30.30034.0								
Unstabilized Temperature (C): -33.466								
Model:                        DV499_BU2								
Data Type:                    Counts								
Acquisition Mode:             Single Scan								
Trigger Mode:                 Internal								
Exposure Time (secs):         3e-05								
Readout Mode:                 Full Vertical Binning								
Horizontal binning:           1								
Extended Dynamic Range:       off								
Horizontally flipped:         false								
Vertical Shift Speed (usecs): 4.25								
Pixel Readout Time (usecs):   30.303								
Serial Number:                5767								
Pre-Amplifier Gain:           1x								
Spurious Noise Filter Mode:   No Filter								
Photon counted:               false								
Data Averaging Filter Mode:   No Filter								
DongWooDM320i:								
Serial Number:                								
Wavelength (nm):              690								
Grating Groove Density (l/mm):1200								
								
								
				0.05542				
661.94519	484	661.94519		0.05542				
662.00061	482	662.00061		0.05542		689.8814743	496.2558594	689.7706343
662.05603	481	662.05603						
662.11145	485	662.11145						
662.16693	487	662.16693						
662.22235	486	662.22235						
662.27777	484	662.27777						
662.33319	483	662.33319						
662.38861	483	662.38861						
662.44403	482	662.44403						
662.49945	483	662.49945						
662.55487	483	662.55487						
662.61029	485	662.61029						
662.66565	484	662.66565						
662.72107	484	662.72107						
662.77649	487	662.77649						
662.83191	487	662.83191						
662.88727	485	662.88727						
662.94269	487	662.94269						
662.99805	482	662.99805						
663.05347	482	663.05347						
663.10883	485	663.10883						
663.16425	484	663.16425						
663.2196	486	663.2196						
663.27496	487	663.27496						
663.33032	483	663.33032						
663.38574	483	663.38574						
663.4411	489	663.4411						
663.49646	483	663.49646						
663.55182	484	663.55182						
663.60718	485	663.60718						
663.66254	488	663.66254						
663.7179	487	663.7179						
663.77325	484	663.77325						
663.82861	484	663.82861						
663.88391	488	663.88391						
663.93927	485	663.93927						
663.99463	485	663.99463						
664.04993	485	664.04993						
664.10529	484	664.10529						
664.16064	483	664.16064						
664.21594	485	664.21594						
664.27124	485	664.27124						
664.3266	483	664.3266						
664.3819	487	664.3819						
664.43726	490	664.43726						
664.49255	485	664.49255						
664.54785	488	664.54785						
664.60315	487	664.60315						
664.65845	486	664.65845						
664.71374	487	664.71374						
664.7691	484	664.7691						
664.8244	484	664.8244						
664.87964	486	664.87964						
664.93494	487	664.93494						
664.99023	488	664.99023						
665.04553	486	665.04553						
665.10083	483	665.10083						
665.15613	487	665.15613						
665.21136	486	665.21136						
665.26666	485	665.26666						
665.3219	484	665.3219						
665.3772	484	665.3772						
665.43243	484	665.43243						
665.48773	487	665.48773						
665.54297	486	665.54297						
665.59827	483	665.59827						
665.6535	488	665.6535						
665.70874	486	665.70874						
665.76398	483	665.76398						
665.81921	485	665.81921						
665.87451	489	665.87451						
665.92975	487	665.92975						
665.98499	488	665.98499						
666.04022	484	666.04022						
666.09546	487	666.09546						
666.15063	484	666.15063						
666.20587	489	666.20587						
666.26111	486	666.26111						
666.31635	484	666.31635						
666.37152	487	666.37152						
666.42676	487	666.42676						
666.48199	487	666.48199						
666.53717	488	666.53717						
666.59241	487	666.59241						
666.64758	484	666.64758						
666.70282	485	666.70282						
666.758	489	666.758						
666.81317	488	666.81317						
666.86835	488	666.86835						
666.92358	487	666.92358						
666.97876	484	666.97876						
667.03394	484	667.03394						
667.08911	485	667.08911						
667.14429	489	667.14429						
667.19946	482	667.19946						
667.25464	483	667.25464						
667.30981	485	667.30981						
667.36499	487	667.36499						
667.4201	484	667.4201						
667.47528	488	667.47528						
667.53046	486	667.53046						
667.58563	483	667.58563						
667.64075	487	667.64075						
667.69592	487	667.69592						
667.75104	487	667.75104						
667.80621	486	667.80621						
667.86133	486	667.86133						
667.91644	486	667.91644						
667.97162	485	667.97162						
668.02673	485	668.02673						
668.08185	487	668.08185						
668.13696	484	668.13696						
668.19214	488	668.19214						
668.24725	486	668.24725						
668.30237	487	668.30237						
668.35748	486	668.35748						
668.4126	489	668.4126						
668.46765	485	668.46765						
668.52277	488	668.52277						
668.57788	486	668.57788						
668.633	489	668.633						
668.68811	488	668.68811						
668.74316	487	668.74316						
668.79828	491	668.79828						
668.85333	487	668.85333						
668.90845	485	668.90845						
668.9635	486	668.9635						
669.01862	488	669.01862						
669.07367	490	669.07367						
669.12872	489	669.12872						
669.18384	487	669.18384						
669.23889	487	669.23889						
669.29395	489	669.29395						
669.349	485	669.349						
669.40405	488	669.40405						
669.45911	485	669.45911						
669.51416	485	669.51416						
669.56921	485	669.56921						
669.62427	486	669.62427						
669.67932	485	669.67932						
669.73437	485	669.73437						
669.78937	486	669.78937						
669.84442	484	669.84442						
669.89947	486	669.89947						
669.95447	483	669.95447						
670.00952	487	670.00952						
670.06451	490	670.06451						
670.11957	486	670.11957						
670.17456	486	670.17456						
670.22961	487	670.22961						
670.28461	486	670.28461						
670.3396	485	670.3396						
670.39459	486	670.39459						
670.44965	488	670.44965						
670.50464	488	670.50464						
670.55963	487	670.55963						
670.61462	485	670.61462						
670.66962	488	670.66962						
670.72461	483	670.72461						
670.7796	486	670.7796						
670.83453	488	670.83453						
670.88953	487	670.88953						
670.94452	485	670.94452						
670.99951	485	670.99951						
671.05444	487	671.05444						
671.10944	488	671.10944						
671.16437	488	671.16437						
671.21936	486	671.21936						
671.27429	485	671.27429						
671.32928	487	671.32928						
671.38422	487	671.38422						
671.43915	486	671.43915						
671.49408	487	671.49408						
671.54907	488	671.54907						
671.604	489	671.604						
671.65894	484	671.65894						
671.71387	486	671.71387						
671.7688	486	671.7688						
671.82373	485	671.82373						
671.87866	485	671.87866						
671.93359	487	671.93359						
671.98846	486	671.98846						
672.0434	484	672.0434						
672.09833	484	672.09833						
672.15326	486	672.15326						
672.20813	486	672.20813						
672.26306	488	672.26306						
672.31793	485	672.31793						
672.37286	481	672.37286						
