Date and Time:                Thu Jun 11 10:48:17.065 2020	
Software Version:             4.30.30034.0	
Temperature (C):              -35	
Model:                        DV499_BU2	
Data Type:                    Counts	
Acquisition Mode:             Single Scan	
Trigger Mode:                 Internal	
Exposure Time (secs):         3e-05	
Readout Mode:                 Full Vertical Binning	
Horizontal binning:           1	
Extended Dynamic Range:       off	
Horizontally flipped:         false	
Vertical Shift Speed (usecs): 4.25	
Pixel Readout Time (usecs):   30.303	
Serial Number:                5767	
Pre-Amplifier Gain:           1x	
Spurious Noise Filter Mode:   No Filter	
Photon counted:               false	
Data Averaging Filter Mode:   No Filter	
DongWooDM320i:	
Serial Number:                	
Wavelength (nm):              690	
Grating Groove Density (l/mm):1200	
	
	
	
661.94519	478
662.00061	479
662.05603	480
662.11145	482
662.16693	480
662.22235	483
662.27777	480
662.33319	481
662.38861	483
662.44403	485
662.49945	484
662.55487	479
662.61029	482
662.66565	483
662.72107	484
662.77649	483
662.83191	483
662.88727	483
662.94269	482
662.99805	483
663.05347	484
663.10883	482
663.16425	483
663.2196	480
663.27496	479
663.33032	484
663.38574	484
663.4411	482
663.49646	481
663.55182	482
663.60718	482
663.66254	485
663.7179	485
663.77325	482
663.82861	484
663.88391	485
663.93927	481
663.99463	488
664.04993	485
664.10529	483
664.16064	485
664.21594	484
664.27124	481
664.3266	483
664.3819	482
664.43726	482
664.49255	483
664.54785	481
664.60315	485
664.65845	487
664.71374	481
664.7691	485
664.8244	485
664.87964	484
664.93494	482
664.99023	486
665.04553	488
665.10083	486
665.15613	485
665.21136	487
665.26666	485
665.3219	485
665.3772	486
665.43243	483
665.48773	487
665.54297	485
665.59827	484
665.6535	487
665.70874	486
665.76398	488
665.81921	482
665.87451	486
665.92975	486
665.98499	488
666.04022	487
666.09546	488
666.15063	487
666.20587	485
666.26111	484
666.31635	484
666.37152	483
666.42676	488
666.48199	485
666.53717	483
666.59241	483
666.64758	483
666.70282	484
666.758	485
666.81317	485
666.86835	486
666.92358	485
666.97876	484
667.03394	484
667.08911	485
667.14429	486
667.19946	486
667.25464	483
667.30981	483
667.36499	486
667.4201	486
667.47528	488
667.53046	485
667.58563	487
667.64075	483
667.69592	484
667.75104	486
667.80621	484
667.86133	483
667.91644	484
667.97162	485
668.02673	484
668.08185	485
668.13696	482
668.19214	487
668.24725	485
668.30237	483
668.35748	486
668.4126	485
668.46765	483
668.52277	482
668.57788	485
668.633	483
668.68811	485
668.74316	484
668.79828	483
668.85333	485
668.90845	484
668.9635	485
669.01862	483
669.07367	486
669.12872	484
669.18384	485
669.23889	483
669.29395	486
669.349	484
669.40405	484
669.45911	486
669.51416	483
669.56921	482
669.62427	484
669.67932	487
669.73437	483
669.78937	486
669.84442	489
669.89947	481
669.95447	483
670.00952	483
670.06451	487
670.11957	484
670.17456	483
670.22961	485
670.28461	483
670.3396	487
670.39459	485
670.44965	480
670.50464	485
670.55963	483
670.61462	484
670.66962	483
670.72461	484
670.7796	484
670.83453	483
670.88953	485
670.94452	483
670.99951	487
671.05444	488
671.10944	485
671.16437	484
671.21936	483
671.27429	485
671.32928	485
671.38422	483
671.43915	481
671.49408	484
671.54907	488
671.604	484
671.65894	484
671.71387	486
671.7688	484
671.82373	483
671.87866	484
671.93359	484
671.98846	486
672.0434	484
672.09833	483
672.15326	481
672.20813	484
672.26306	483
672.31793	485
672.37286	481
672.42773	482
672.4826	484
672.53754	484
672.59241	484
672.64728	482
672.70215	483
672.75708	485
672.81195	483
672.86682	485
672.92169	483
672.97656	484
673.03137	482
673.08624	485
673.14111	484
673.19598	483
673.25079	480
673.30566	486
673.36053	483
673.41534	484
673.47021	484
673.52502	485
673.57983	483
673.6347	485
673.68951	484
673.74432	485
673.79913	484
673.854	485
673.90881	484
673.96362	488
674.01843	484
674.07324	483
674.12805	481
674.1828	483
674.23761	487
674.29242	485
674.34723	483
674.40198	485
674.45679	483
674.51154	487
674.56635	487
674.62109	483
674.6759	487
674.73065	484
674.7854	482
674.84021	487
674.89496	486
674.94971	486
675.00446	485
675.0592	487
675.11395	486
675.1687	486
675.22345	485
675.2782	489
675.33295	486
675.38763	483
675.44238	484
675.49713	485
675.55182	483
675.60657	482
675.66125	485
675.716	484
675.77069	487
675.82538	486
675.88013	485
675.93481	487
675.9895	486
676.04419	483
676.09888	485
676.15356	485
676.20825	485
676.26294	484
676.31763	483
676.37231	484
676.427	483
676.48169	487
676.53632	486
676.591	486
676.64569	485
676.70032	484
676.755	486
676.80963	487
676.86426	485
676.91895	483
676.97357	484
677.0282	484
